f1,acc,meanprec,meanrec
0.9818579918673757,0.9827586206896551,0.9864864864864865,0.9772727272727273
0.9640198511166254,0.9655172413793104,0.9736842105263157,0.9545454545454546
0.9623015873015872,0.9649122807017544,0.9623015873015872,0.9623015873015872
0.9443186221273856,0.9473684210526315,0.9402597402597402,0.9484126984126984
0.9246031746031746,0.9298245614035088,0.9246031746031746,0.9246031746031746
0.9432086938724458,0.9473684210526315,0.9479729729729729,0.9384920634920635
0.9813114754098361,0.9824561403508771,0.9864864864864865,0.9761904761904762
0.9238095238095239,0.9285714285714286,0.9238095238095239,0.9238095238095239
0.9625668449197862,0.9642857142857143,0.972972972972973,0.9523809523809523
0.9238095238095239,0.9285714285714286,0.9238095238095239,0.9238095238095239
